name,id,numSongs
Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,1
Billy Idol,7lzordPuZEXxwt9aoVZYmG,1
Survivor,26bcq2nyj5GB7uRr558iQg,1
Quiet Riot,1dLWg6m8RRhizsdqJbhyj3,1
DEVO,0UKfenbZb15sqhfPC6zbt3,1
Ozzy Osbourne,6ZLTlhejhndI4Rh53vYhrY,1
"Joe ""Bean"" Esposito",4PCSnq8Q3hxOTn3ro4cl0M,1
Seal,5GtMEZEeFFsuHY8ad4kOxv,1
Spice Girls,0uq5PttqEjj3IH1bzwcrXF,1
Bonnie Tyler,0SD4eZCN4Kr0wQk56hCdh2,1
CeeLo Green,5nLYd9ST4Cnwy6NHaCxbj8,1
The Proclaimers,1A92IAcd7A6npCA33oGM5i,2
Smash Mouth,2iEvnFsWxR0Syqu2JNopAd,2
Donny Osmond,5ZEAzHE2TzAwUcOj6jMIgf,1
John Williams,3dRfiJ2650SZu6GbydcHNb,6
C.R.O,4puAp107dCehraE47QXVQX,1
Arizona Zervas,0vRvGUQVUjytro0xpb26bs,1
Yello,3xgj17ZsWxxU86S4qlWvOi,1
Calle 13,0yNSzH5nZmHzeE2xn6Xshb,1
Klaus Badelt,03GruNQP8X25PCoWzdvIGZ,1
Carly Rae Jepsen,6sFIWsNpZYqfjUpaCgueju,1
Rick Astley,0gxyHStUsqpMadRV0Di1Qt,1
ERA,4D0CepDROoLM09ht1sM5cu,1
Art Blakey & The Jazz Messengers,6ykfXAed2KOLOMI3R0TZdz,1
MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,1
BLACKPINK,41MozSoPIsD1dJM0CLPjZF,1
Duckwrth,6I3MElirhT5t6Kf7p0hGk9,1
Michael Haggins,6CKmfNuULyn3w1pMMHrHqx,1
Bill Medley,1XE70WwxhnrXNAJYQQ9ygx,1
Ryan Gosling,6kXm2YCtdUOpRYNKeKhfue,1
Gary Portnoy,53U1IJqr6Hhmn53UcbgF7D,1
The 88,3OfiFNgFbJAwuQnVvOL2bh,1
The Future Kingz,4sw5s8BqMsNkOSZtNgACKv,1
J. Cole,6l3HvQ5sa6mXTsMTB19rO5,2
Camille,0gOsZcHl7H3ewXVIEnWFZX,1
A Flock Of Seagulls,0uAjBatvB4ubpd4kCfjmNt,1
TOTO,0PFtn5NtBbbUNbU9EAmIWF,1
Susan Boyle,1qAuetfG6mhtDgsVIffWQc,1
Joyner Lucas,6C1ohJrd5VydigQtaGy5Wa,4
Wayne Newton,5NX29TmuYrENlpvz6IgYMJ,1
Freddie Dredd,0dlDsD7y6ccmDm8tuWCU6F,1
Frankie Goes To Hollywood,1mZu3rO7qSD09GdDpePHhY,1
Summers Sons,6dX4na3KWr3yMTLU4l1W7z,1
The Coup,4IvS1ZZ5nyiNMheybfx3Hf,1
The Police,5NGO30tJxFlKixkPSgXcFE,1
Kenny Loggins,3Y3xIwWyq5wnNHPp5gPjOW,2
Matthew Wilder,3bmFPbLMiLxtR9tFrTcKcP,1
Dickie Valentine,60JUOTnRuDTetm7Hiwonev,1
K CAMP,5bgfj5zUoWpyeVatGDjn6H,1
Inner Circle,5os0Ltvz8Q8BvXOPOd1frx,1
Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,1
Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,1
Lil Dicky,1tqhsYv8yBBdwANFNzHtcr,1
Europe,7Js6Lde8thlIHXggv2SCBz,1
Sex Bob-Omb,0epidpyARaIPmKpFUwcgnJ,2
Alexis Korner's Blues Incorporated,1aR0ilCZULHGE0uacBbjgN,1
Metric,1rCIEwPp5OnXW0ornlSsRl,1
Incredible Bongo Band,6tw3wmGmRXSWP9GqsnvY7B,1
Focus,0ifzzRKdmtgaHy9cfnnyCR,1
Brenda Holloway,3nXMZsj1H0F7h9SDUeYNjg,1
Young MC,5n30a5V4ftXNMHCHChmK2h,1
Jemaine Clement,1Ymky4GOgYA1NI96FCY8yE,1
Led Zeppelin,36QJpDe2go2KgaRleHCDTp,1
Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,1
George Thorogood & The Destroyers,4n31svBA9GGIYxGxgrQaRK,1
David Glen Eisley,7iAUZj65TsyjfcvprSYb9w,1
Comethazine,1iJdyDcY98X3GMnUesl7tf,1
Dwayne Johnson,1T8S48bD91THNKBByWBDyn,1
Buchanan Brothers,2zLkcj2ouaDYpb2mmqim6f,1
Stealers Wheel,7bPU7cvfoD20ixGD9Qnqki,1
The Smile Away Reformatory Glee Club,76Vq50mL1AIHj5DUEbWvvM,1
They Might Be Giants,6zB02lwP6L6ZH32nggQiJT,1
Davay,3E51y3Ff8aURnyOkaxDXKS,1
AC/DC,711MCceyCBcFnzjGY4Q7Un,6
Harry Chapin,42q4Ivs7tAiCZ5C7eG5q4c,1
Googie Rene,41gR7Ifqu8QRnoTHc0QUwq,1
The Jon Spencer Blues Explosion,2NOhotupwYbKRNJF7LMDPG,1
Grouplove,3kVUvbeRdcrqQ3oHk5hPdx,1
Macy Gray,4ylR3zwA0zaapAu94fktwa,1
Miranda!,2eEmsgWmUFMbtU7agJpnjY,1
John Denver,7EK1bQADBoqbYXnT4Cqv9w,1
Johnny Cash,6kACVPfCOnqzgfEF5ryl0x,1
Rupert Holmes,0TqIPD4IS1w4e30R38B3vj,1
10cc,6i6WlGzQtXtz7GcC5H5st5,1
Marvin Gaye,3koiLjNrgRTNbOwViDipeA,1
Bee Gees,1LZEQNv7sE11VDY3SdxQeN,1
Ram Jam,6FITmSxIMsk6TfulFiCIIz,1
Skeeter Davis,5b2OzvLaL6nyxw5pbVbSdy,1
Jay & The Americans,0DAqhikcMKLo2lPADVz2fs,1
Blue Swede,0UpuH5U4nZ3UGGUJi0Zfbp,1
Redbone,0w7HLMvZOHatWVbAKee1zF,1
Sheck Wes,2RDOrhPqAM4jzTRCEb19qX,1
Yung Gravy,2YOYua8FpudSEiB9s88IgQ,2
Run The Jewels,4RnBFZRiMLRyZy0AzzTg2C,1
