songName,artistName,songID,artistID,year,disc,popularity,genres,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Criminal,Eminem,5OxgFpiGktT1kMQxwGa870,7dGJo4pcD2V6oG8kP0tJRR,00,The Marshall Mathers LP,41,"['detroit hip hop', 'hip hop', 'rap']",0.794,0.72,11,-6.163,0.278,0.127,0.0,0.253,0.561,102.049
Bitch Please II,Eminem,0NWtAf6HtnfA5KFCaX6Wtz,7dGJo4pcD2V6oG8kP0tJRR,00,The Marshall Mathers LP,44,"['detroit hip hop', 'hip hop', 'rap']",0.918,0.586,1,-2.89,0.133,0.0783,0.0,0.145,0.779,95.517
Who Knew,Eminem,7fXPWrFoxtEGnoxu67ZjQa,7dGJo4pcD2V6oG8kP0tJRR,00,The Marshall Mathers LP,41,"['detroit hip hop', 'hip hop', 'rap']",0.855,0.596,7,-4.147,0.307,0.135,0.0,0.139,0.793,100.894
The Kids,Eminem,3LZOfhvPNSkRYWFTTSxMvr,7dGJo4pcD2V6oG8kP0tJRR,00,The Marshall Mathers LP,43,"['detroit hip hop', 'hip hop', 'rap']",0.738,0.776,10,-3.97,0.328,0.249,0.0,0.118,0.353,91.38
Alfred’s Theme,Eminem,0uAkm1iQLrzweZ4U1iXy6w,7dGJo4pcD2V6oG8kP0tJRR,20,Music To Be Murdered By - Side B (Deluxe Edition),57,"['detroit hip hop', 'hip hop', 'rap']",0.721,0.903,1,-2.968,0.386,0.114,0.0,0.337,0.701,97.113
En una tienda de campaña,Pabellon Psiquiatrico,2z635uJqNHSbO0rBJ8xlSn,4QSpyhdzlNUT0g5fi2tXtP,00,20 Grandes Canciones,7,[],0.588,0.927,9,-4.381,0.0607,0.468,0.0391,0.129,0.873,144.75
WAP (feat. Megan Thee Stallion),Cardi B,4Oun2ylbjFKMPTiaSbbCih,4kYSro6naA4h99UJvo89HB,20,WAP (feat. Megan Thee Stallion),79,"['dance pop', 'pop', 'rap']",0.935,0.454,1,-7.509,0.375,0.0194,0.0,0.0824,0.357,133.073
ALGO DEL VACÍO,WOS,1dKjLvlAPTPlhRCFyA84Z9,5YCc6xS5Gpj3EkaYGdjyNK,20,TRES PUNTOS SUSPENSIVOS,54,"['argentine indie', 'trap argentino']",0.642,0.685,8,-5.438,0.0911,0.306,0.0,0.235,0.383,164.064
NO VA A BAJAR,WOS,3wNiMUFSp0H7zF7QH4vCPq,5YCc6xS5Gpj3EkaYGdjyNK,10,CARAVANA,53,"['argentine indie', 'trap argentino']",0.704,0.656,2,-3.658,0.163,0.14,0.0,0.15,0.264,145.063
MELÓN VINO,WOS,5uHAzGa4d9j35DEbhUwGhi,5YCc6xS5Gpj3EkaYGdjyNK,10,CARAVANA,71,"['argentine indie', 'trap argentino']",0.62,0.741,4,-6.081,0.137,0.531,2.92e-05,0.156,0.353,140.04
FRESCO,WOS,0blWPYAfbvpRLVHUcmqmmj,5YCc6xS5Gpj3EkaYGdjyNK,10,CARAVANA,66,"['argentine indie', 'trap argentino']",0.782,0.807,0,-4.689,0.162,0.441,1.34e-06,0.1,0.806,108.056
CAMBIANDO LA PIEL,WOS,2y2iEADc8O0Vv5IKHSs21i,5YCc6xS5Gpj3EkaYGdjyNK,20,OSCURO ÉXTASIS,64,"['argentine indie', 'trap argentino']",0.744,0.748,9,-3.728,0.184,0.0372,0.0,0.0985,0.962,110.984
QUE SE MEJOREN,WOS,7nL1zzQNVESuRbd5ykNJFv,5YCc6xS5Gpj3EkaYGdjyNK,20,OSCURO ÉXTASIS,53,"['argentine indie', 'trap argentino']",0.567,0.948,10,-3.615,0.167,0.244,0.0,0.636,0.638,92.969
MIRÁ MAMÁ,WOS,3QKJdI6KVxsjKoaKIU1PVD,5YCc6xS5Gpj3EkaYGdjyNK,20,OSCURO ÉXTASIS,62,"['argentine indie', 'trap argentino']",0.529,0.622,1,-7.32,0.127,0.73,0.000193,0.537,0.713,87.961
CULPA,WOS,0BTJ7QpDRjinzAy8KQMAp8,5YCc6xS5Gpj3EkaYGdjyNK,20,OSCURO ÉXTASIS,64,"['argentine indie', 'trap argentino']",0.485,0.941,7,-3.399,0.286,0.229,0.0,0.241,0.575,123.86
Ain't That A Kick In The Head,Dean Martin,7fQ3PYTYdu208fQ3JEm2U7,49e4v89VmlDcFCMyDv9wQ9,60,"Dean Martin: The Capitol Recordings, Vol. 11 (1960-1961)",61,"['adult standards', 'easy listening', 'lounge']",0.586,0.253,6,-11.93,0.0538,0.604,0.0,0.3,0.718,108.168
I Don't Wanna Walk Around with You - 2016 Remaster,Ramones,1PjbjMEDnpGMDnyqoGCCfD,1co4F2pPNH8JjTutZkmgSm,70,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),31,"['classic rock', 'early us punk', 'permanent wave', 'punk', 'rock', 'skate punk']",0.306,0.926,2,-1.488,0.156,0.0101,0.772,0.122,0.7,178.955
Everyday Struggle - 2005 Remaster,The Notorious B.I.G.,3bOvAqhaZNSWpGVIvHEx8B,5me0Irg2ANcsgc93uaYrpb,90,Ready to Die (The Remaster),57,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",0.913,0.712,1,-6.455,0.265,0.0643,0.00176,0.117,0.449,96.145
One More Chance - 2005 Remaster,The Notorious B.I.G.,5onGESUxi3P9xLt311oS59,5me0Irg2ANcsgc93uaYrpb,90,Ready to Die (The Remaster),53,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",0.731,0.695,10,-5.741,0.45,0.122,0.0,0.106,0.696,188.182
Ready to Die - 2006 Remaster,The Notorious B.I.G.,3UQAKY0SUEonxneROvv4jy,5me0Irg2ANcsgc93uaYrpb,90,Ready to Die (The Remaster),57,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",0.727,0.831,6,-5.713,0.31,0.0632,3.63e-05,0.487,0.504,84.991
Machine Gun Funk - 2006 Remaster,The Notorious B.I.G.,2bXI4Rbw1D7aVeHWLjn1Lb,5me0Irg2ANcsgc93uaYrpb,90,Ready to Die (The Remaster),61,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",0.841,0.738,4,-5.325,0.3,0.102,0.0235,0.0901,0.305,93.725
Things Done Changed - 2005 Remaster,The Notorious B.I.G.,7hdOchAKFm6FwzyevcQ56y,5me0Irg2ANcsgc93uaYrpb,90,Ready to Die (The Remaster),53,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",0.743,0.63,1,-6.94,0.253,0.0241,2.69e-06,0.0726,0.127,90.908
Nothing Rhymed,Gilbert O'Sullivan,3WUpZwmUwOEPNajOYCYip8,4HVmeVTQBgvTuvjB1JYwaf,70,Himself (Deluxe Edition),53,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'disco', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",0.226,0.593,3,-9.05,0.0384,0.306,5.5e-05,0.129,0.552,174.791
Save It,Gilbert O'Sullivan,4jUc4kubKqYwKibtXE2cUK,4HVmeVTQBgvTuvjB1JYwaf,70,Back to Front (Deluxe Edition),29,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'disco', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",0.804,0.847,5,-7.612,0.0709,0.137,4.12e-06,0.0973,0.919,104.048
I Hope You'll Stay,Gilbert O'Sullivan,0AaEGP9n1AFQEiudOfDf2r,4HVmeVTQBgvTuvjB1JYwaf,70,Back to Front (Deluxe Edition),33,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'disco', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",0.783,0.526,4,-6.728,0.0361,0.282,0.000386,0.0831,0.543,114.808
Snowman,Sia,7uoFMmxln0GPXQ0AcCBXRq,5WUlDfRSoLAfcVSX1WnrxN,10,Everyday Is Christmas (Deluxe Edition),84,"['australian dance', 'australian pop', 'dance pop', 'pop']",0.716,0.512,1,-6.257,0.0331,0.483,0.0,0.0928,0.326,104.957
Wait,C418,5jETlbplk10X3x5n7mCPBL,4uFZsG1vXrPcvnZ4iSQyrx,10,Minecraft - Volume Beta,53,"['dream smp', 'minecraft']",0.629,0.342,6,-10.884,0.0352,0.425,0.876,0.104,0.248,114.008
Minecraft Pigstep - Remix,FlyxTheKid,2rUHJ1o9qj44fR0vTugDAx,5xKVOc3OIhyBDsw2rYpN3R,20,Minecraft Pigstep (Remix),54,['dream smp'],0.695,0.732,9,-4.104,0.218,0.0046,0.856,0.617,0.536,169.889
Rosy Won't You Please Come Home,The Kinks,4a3q5vsxyOjAqPR6jEY7nu,1SQRv42e4PjEYfPhS0Tk9E,60,Face to Face (Deluxe),27,"['album rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'singer-songwriter']",0.482,0.758,7,-7.252,0.0332,0.431,0.0,0.073,0.916,119.996
Powerman,The Kinks,1k5SJqEowa547mzdn43rYn,1SQRv42e4PjEYfPhS0Tk9E,70,"Lola Versus Powerman and the Moneygoround, Pt. One",10,"['album rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'singer-songwriter']",0.571,0.829,2,-6.858,0.0319,0.36,0.44,0.118,0.765,98.412
Apeman - Stereo Alternate Version,The Kinks,4ZxI95BnSnXfOPyX0vq4gO,1SQRv42e4PjEYfPhS0Tk9E,70,"Lola Versus Powerman and the Moneygoround, Pt. One",7,"['album rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'singer-songwriter']",0.499,0.817,9,-5.845,0.21,0.655,0.000191,0.121,0.942,160.794
The Contenders,The Kinks,2trpkXI4Oro7ep9yrLpVa8,1SQRv42e4PjEYfPhS0Tk9E,70,"Lola Versus Powerman and the Moneygoround, Pt. One",10,"['album rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'singer-songwriter']",0.621,0.879,4,-5.982,0.0604,0.592,0.39,0.699,0.555,97.751
Too Much Monkey Business,The Kinks,2fodeERsKvn2l7Dei2wUWT,1SQRv42e4PjEYfPhS0Tk9E,60,Kinks (Deluxe),24,"['album rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'singer-songwriter']",0.599,0.822,5,-5.26,0.226,0.465,0.0,0.0545,0.921,98.469
Revenge,The Kinks,0RkoRCjL03PzTrCwkfmafR,1SQRv42e4PjEYfPhS0Tk9E,60,Kinks (Deluxe),24,"['album rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'singer-songwriter']",0.577,0.875,5,-4.612,0.0375,0.0199,0.0252,0.13,0.966,146.562
So Mystifying,The Kinks,3G5WaB9LbP9AHxskzftbRt,1SQRv42e4PjEYfPhS0Tk9E,60,Kinks (Deluxe),28,"['album rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'singer-songwriter']",0.614,0.947,7,-5.945,0.0402,0.0231,0.000147,0.256,0.846,108.036
Victoria - 2019 Remaster,The Kinks,4r2zqSABrEZUTqDpqHeKfm,1SQRv42e4PjEYfPhS0Tk9E,10,Arthur or the Decline and Fall of the British Empire (Deluxe),36,"['album rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'singer-songwriter']",0.506,0.752,7,-9.016,0.0389,0.0711,0.00712,0.06,0.778,142.229
Downtown - Uptempo,Anya Taylor-Joy,4AZO5wMmxzagqQKI8xA2la,5RAMfpOCoBthlipim1IaUa,20,Last Night In Soho (Original Motion Picture Soundtrack),38,[],0.507,0.596,4,-5.947,0.0364,0.173,0.0,0.119,0.5,120.178
Anyone Who Had A Heart,Cilla Black,3MIU2qXpJi93WAZjAxv1Ia,3bCvHtuIXWXPbCMdSYudmZ,20,Last Night In Soho (Original Motion Picture Soundtrack),0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll']",0.485,0.495,7,-9.692,0.033,0.791,0.12,0.157,0.424,80.483
Land Of 1000 Dances,The Walker Brothers,4a5S93Ur9hlzbbrVsXFDzz,49WlsIvcUYj7Awo93hDKgf,20,Last Night In Soho (Original Motion Picture Soundtrack),0,"['brill building pop', 'british invasion', 'folk rock', 'merseybeat', 'rock-and-roll']",0.406,0.844,2,-7.884,0.0702,0.369,0.00229,0.583,0.803,169.397
Puppet On A String,Sandie Shaw,4WmT0LnEB0MQi97UvKFO8u,5uxkcHbgyNbyzq1nyChvCa,20,Last Night In Soho (Original Motion Picture Soundtrack),0,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll']",0.718,0.608,0,-8.495,0.0438,0.419,0.0,0.0559,0.96,124.392
I’ve Got My Mind Set On You,James Ray,5GI3mEij94JuwF2lpsSTWU,5DG3ZUxWmaQySIbGHdq03J,20,Last Night In Soho (Original Motion Picture Soundtrack),0,[],0.62,0.65,5,-8.741,0.0503,0.597,8.15e-06,0.0911,0.806,84.362
Wade In The Water - Live At Klooks Kleek,The Graham Bond Organisation,0G4c4Z4gJBpWWifQ8JMSPe,2YHcSCb5tMbCoovS962pff,20,Last Night In Soho (Original Motion Picture Soundtrack),0,"['british blues', 'british invasion', 'freakbeat']",0.302,0.87,9,-8.299,0.0709,0.0286,0.0272,0.576,0.354,92.688
Starstruck,The Kinks,45WMqgDckrsdgQQnnPmYZG,1SQRv42e4PjEYfPhS0Tk9E,20,Last Night In Soho (Original Motion Picture Soundtrack),0,"['album rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'singer-songwriter']",0.625,0.762,5,-6.637,0.0366,0.0974,0.0,0.0869,0.903,134.726
Don’t Throw Your Love Away,The Searchers,0dxGnhWdSmT7IjWVUaRM4k,4QmkLL9JOqM9dusHS1Hghe,20,Last Night In Soho (Original Motion Picture Soundtrack),0,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",0.544,0.705,6,-7.183,0.0362,0.538,0.0,0.0415,0.8,121.91
Wishin’ And Hopin',Dusty Springfield,6Ou1xVcL9vxArOHmImPPnJ,5zaXYwewAXedKNCff45U5l,20,Last Night In Soho (Original Motion Picture Soundtrack),0,"['adult standards', 'brill building pop', 'british invasion', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'soul']",0.687,0.429,11,-7.753,0.0398,0.417,0.0,0.126,0.671,108.079
A World Without Love,Peter And Gordon,3DpYBBaZMUvSOo6pKRZ7ff,6lHC2EQMEMZiEmSfFloarn,20,Last Night In Soho (Original Motion Picture Soundtrack),0,"['beatlesque', 'brill building pop', 'british blues', 'british invasion', 'bubblegum pop']",0.511,0.665,4,-10.475,0.0604,0.219,0.0,0.191,0.804,129.809
Sexbomb,Tom Jones,7GHKA8GIMcND6c5nN1sFnD,1T0wRBO0CK0vK8ouUMqEl5,90,Reload,65,"['adult standards', 'british invasion', 'mellow gold']",0.801,0.876,8,-3.94,0.0446,0.144,1.38e-05,0.104,0.932,122.979
Nuestra Canción,Monsieur Periné,5reQI13tWWYDLMrGcUF4Mk,36KsCCwgI0Dep97yVJWmkK,10,Caja de Música,69,"['colombian pop', 'gypsy jazz', 'latin alternative', 'latin pop', 'latin rock']",0.906,0.731,6,-7.021,0.0977,0.426,4.55e-06,0.0853,0.794,106.995
Stella By Starlight (feat. John Coltrane & Bill Evans),Miles Davis,4zxd4tiXPlWMqoJltbVTbE,0kbYTNQb4Pb1rPbbaF0pT4,50,Kind Of Blue (Legacy Edition),54,"['cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet', 'uk contemporary jazz']",0.47,0.144,10,-12.824,0.0365,0.912,0.000118,0.0965,0.243,84.787
Blue in Green (feat. John Coltrane & Bill Evans),Miles Davis,0aWMVrwxPNYkKmFthzmpRi,0kbYTNQb4Pb1rPbbaF0pT4,50,Kind Of Blue (Legacy Edition),63,"['cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet', 'uk contemporary jazz']",0.421,0.0162,2,-25.358,0.0388,0.808,0.0024,0.0978,0.154,110.479
Lean on Me,Bill Withers,3M8FzayQWtkvOhqMn2V4T2,1ThoqLcyIYvZn7iWbj8fsj,70,Still Bill,69,"['funk', 'quiet storm', 'soul']",0.619,0.22,0,-13.843,0.0672,0.782,1.19e-05,0.124,0.426,75.143
"Puzzles Theme Song - From ""How I Met Your Mother: Season 7""",Josh Radnor,7uF21J4x19DugDOvP9kdcZ,6FyIfzq9HY3BhLmrbdwePe,10,"How I Met Your Music (Original Songs from the Hit Series ""How I Met Your Mother"")",31,[],0.606,0.329,11,-12.867,0.0967,0.761,0.0,0.123,0.43,80.831
"Two Beavers Are Better Than One - From ""How I Met Your Mother""",Cobie Smulders,4OvgvVNBenzjAaEZj56rmH,6BHT3tdTesGiMR817YFQNE,10,"How I Met Your Music (Original Songs from the Hit Series ""How I Met Your Mother"")",33,[],0.675,0.454,10,-7.122,0.0277,0.493,0.0,0.208,0.676,121.974
"Superdate - From ""How I Met Your Mother: Season 5""",Josh Radnor,3Kl8Nh0a6wZ0haXEPQ2R8d,6FyIfzq9HY3BhLmrbdwePe,10,"How I Met Your Music (Original Songs from the Hit Series ""How I Met Your Mother"")",27,[],0.524,0.192,6,-14.869,0.231,0.865,0.0,0.255,0.544,82.455
"Bang Bang Bangity Bang - From ""How I Met Your Mother""",How I Met Your Mother Cast,3Yoo6MH5LceGX4P3qDmRjA,1jUh2QomRNxuh5DEUW51Wp,10,"How I Met Your Music (Original Songs from the Hit Series ""How I Met Your Mother"")",30,[],0.843,0.727,7,-10.799,0.369,0.283,0.0,0.0387,0.367,109.987
"Let's Go to the Mall - From ""How I Met Your Mother: Season 2""",Robin Sparkles,66ZI8zAZkJUCybUxyEqgNk,40GCiwUFiowJqS6MHrwPWF,10,"How I Met Your Music (Original Songs from the Hit Series ""How I Met Your Mother"")",42,[],0.744,0.839,9,-7.434,0.0445,0.00666,4.44e-06,0.0708,0.765,119.934
Get Jinxed,League of Legends,0WpRF4X2LyMTZnqqrXX19U,47mIJdHORyRerp4os813jD,10,The Music of League of Legends Vol. 1,65,"['speedrun', 'video game music']",0.434,0.884,7,-7.128,0.093,0.000728,0.00458,0.105,0.191,180.029
Similar,Ciro y los Persas,7w8Nnz4s4p4ClF7jFgIZpM,2Eo4Yaukt9d6dnZrY5hQKi,10,Naranja Persa,40,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",0.496,0.852,2,-5.407,0.0428,0.00793,0.0,0.0572,0.561,155.001
Ain't No Sunshine,Bill Withers,1k1Bqnv2R0uJXQN4u6LKYt,1ThoqLcyIYvZn7iWbj8fsj,70,Just As I Am,79,"['funk', 'quiet storm', 'soul']",0.527,0.415,4,-11.451,0.122,0.457,1.72e-05,0.117,0.515,78.169
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,5Z9KJZvQzH6PFmb8SNkxuk,7jVv8c5Fj3E9VhNjxT4snq,20,MONTERO,80,"['lgbtq+ hip hop', 'pop']",0.741,0.691,10,-7.395,0.0672,0.0221,0.0,0.0476,0.892,150.087
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,1r9xUipOqoNwggBpENDsvJ,53XhwfbYqKCa1cC15pYq2q,20,Enemy (with JID) [from the series Arcane League of Legends],85,"['modern rock', 'rock']",0.728,0.783,11,-4.424,0.266,0.237,0.0,0.434,0.555,77.011
Po Finds The Truth,John Powell,6kVQqY35PUg8loK6yLCJGc,3EAHF3jdnHHdko5DBrhRUP,10,Kung Fu Panda 2 (Music From The Motion Picture),38,"['british soundtrack', 'orchestral soundtrack', 'soundtrack']",0.179,0.226,0,-16.306,0.0383,0.533,0.599,0.101,0.0395,70.446
Musicians Village,John Powell,54z8RkrtMKrYMSln1gmsJp,3EAHF3jdnHHdko5DBrhRUP,10,Kung Fu Panda 2 (Music From The Motion Picture),27,"['british soundtrack', 'orchestral soundtrack', 'soundtrack']",0.417,0.671,11,-9.036,0.0513,0.212,0.941,0.105,0.336,155.312
Feels Like Summer,Childish Gambino,7p4vHnYXkxlzvfePJVpcTr,73sIBHcqh3Z3NyqHKZ7FOL,10,Summer Pack,69,"['atl hip hop', 'hip hop', 'pop', 'rap']",0.55,0.596,7,-8.214,0.134,0.162,0.00481,0.0805,0.253,165.736
Blow Your Mind,Jamiroquai,5rzmEiv5KA1OskLzcqRDFK,6J7biCazzYhU3gM9j1wfid,90,Emergency on Planet Earth (Remastered),50,['dance pop'],0.677,0.827,2,-7.589,0.0527,0.159,0.295,0.224,0.321,105.44
Escaping Nomanisan,Michael Giacchino,3EOzuk3ebc1ZAbY1E6dsv5,4kLvhMAuCloLxoP1aVM7Lr,00,The Incredibles (Original Motion Picture Soundtrack),25,"['orchestral soundtrack', 'soundtrack']",0.322,0.0339,10,-22.17,0.0452,0.965,0.926,0.0861,0.0683,132.807
"Snow Tha Product: Bzrp Music Sessions, Vol. 39",Bizarrap,3ke6it1vTmHtz2ApcIVUz5,716NhGYqD1jl2wI1Qkgq36,20,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",52,"['argentine hip hop', 'pop venezolano', 'trap argentino']",0.83,0.748,1,-5.362,0.162,0.354,0.0,0.0992,0.523,133.028
"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,78SeXVRJ7KCqVmOwTiFjnI,716NhGYqD1jl2wI1Qkgq36,20,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",72,"['argentine hip hop', 'pop venezolano', 'trap argentino']",0.65,0.655,1,-3.71,0.405,0.25,0.0,0.0691,0.735,94.059
"Chucky73: Bzrp Music Sessions, Vol. 43",Bizarrap,4xTd8fz0mZFK5b9IYdGKNd,716NhGYqD1jl2wI1Qkgq36,20,"Chucky73: Bzrp Music Sessions, Vol. 43",62,"['argentine hip hop', 'pop venezolano', 'trap argentino']",0.815,0.832,5,-3.622,0.104,0.538,1.01e-06,0.0686,0.912,110.01
"Ptazeta: Bzrp Music Sessions, Vol. 45",Bizarrap,4axxCbc4tWlpqHP5UbJMc3,716NhGYqD1jl2wI1Qkgq36,20,"Ptazeta: Bzrp Music Sessions, Vol. 45",69,"['argentine hip hop', 'pop venezolano', 'trap argentino']",0.829,0.81,2,-4.801,0.144,0.0424,0.0,0.0748,0.707,114.044
It Might As Well Be Spring,Bill Evans Trio,2ErJ9mgDw6dh8IOT1Ovd0a,3VEG6gxFIMfl4Cdog26avS,60,Moon Beams [Original Jazz Classics Remasters],42,"['bebop', 'jazz', 'jazz fusion', 'jazz trio', 'stride']",0.383,0.0893,3,-19.452,0.0333,0.926,0.716,0.11,0.155,178.676
Video Killed The Radio Star,The Buggles,7o7E1nrHWncYY7PY94gCiX,057gc1fxmJ2vkctjQJ7Tal,80,The Age Of Plastic,71,"['early synthpop', 'new romantic', 'new wave', 'new wave pop', 'synthpop', 'zolo']",0.68,0.678,1,-11.548,0.0754,0.103,0.00828,0.204,0.251,131.165
deja vu,Olivia Rodrigo,6HU7h9RYOaPRFeh0R3UeAr,1McMsnEElThX1knmY4oliG,20,SOUR,86,['pop'],0.442,0.612,2,-7.222,0.112,0.584,5.7e-06,0.37,0.178,180.917
We Know,Lin-Manuel Miranda,1DLfR4MOfLYbV6v3xrmWa8,4aXXDj9aZnlshx7mzj3W1N,10,Hamilton (Original Broadway Cast Recording),59,"['hollywood', 'show tunes']",0.718,0.484,11,-10.376,0.523,0.312,0.0,0.127,0.692,113.855
Let's Groove,"Earth, Wind & Fire",3koCCeSaVUyrRo3N2gHrd8,4QQgXkCYTt3BlENzhyNETg,80,Raise!,77,"['disco', 'funk', 'jazz funk', 'quiet storm', 'soul']",0.869,0.648,11,-8.698,0.0633,0.121,2.17e-05,0.126,0.9,125.035
9 to 5,Dolly Parton,4w3tQBXhn5345eUXDGBWZG,32vWCbZh0xZ4o9gkz4PsEU,80,9 To 5 And Odd Jobs,76,"['classic country pop', 'country', 'country dawn']",0.554,0.783,6,-5.852,0.0457,0.416,1.54e-06,0.631,0.813,105.39
The Way You Make Me Feel - 2012 Remaster,Michael Jackson,0sKlV58cODrjxGFOyf9IXY,3fMbdgg4jU18AjLCKBhRSm,10,Bad 25th Anniversary,74,"['pop', 'r&b', 'soul']",0.877,0.854,1,-4.523,0.147,0.0544,5.5e-05,0.144,0.54,114.472
Ratism,John Murphy,2ti7gK581bj0QlTnutcX8e,4UGoqrmNHDJ166XD6DtZni,20,The Suicide Squad (Score from the Original Motion Picture Soundtrack),36,"['scorecore', 'soundtrack']",0.287,0.556,0,-9.23,0.0357,0.0307,0.964,0.112,0.151,118.567
So This Is the Famous Suicide Squad,John Murphy,03YBuzrICuNLwj1q1mcTxx,4UGoqrmNHDJ166XD6DtZni,20,The Suicide Squad (Score from the Original Motion Picture Soundtrack),34,"['scorecore', 'soundtrack']",0.377,0.74,4,-6.667,0.0683,0.00013,0.855,0.204,0.118,200.022
Recuérdame (Arrullo),Gael Garcia Bernal,4fU3wz8wbjWZea4YYF04iR,09oR0uKhqwScsKa2eUK97p,10,Coco (Banda Sonora Original en Español),53,[],0.591,0.143,4,-18.849,0.116,0.922,1.55e-05,0.122,0.0624,81.125
Juanita,Gael Garcia Bernal,4mYP7bL8Imnrgry1Uxqn7N,09oR0uKhqwScsKa2eUK97p,10,Coco (Banda Sonora Original en Español),50,[],0.608,0.0946,9,-19.666,0.106,0.944,0.00284,0.204,0.355,132.645
Kronos Unveiled,Michael Giacchino,534oydPCUQsrRuia17XILl,4kLvhMAuCloLxoP1aVM7Lr,00,The Incredibles (Original Motion Picture Soundtrack),40,"['orchestral soundtrack', 'soundtrack']",0.139,0.11,1,-18.021,0.0388,0.911,0.927,0.0907,0.0365,144.681
The Glory Days,Michael Giacchino,59Djq0zGIu8HDZ8QXs2oiz,4kLvhMAuCloLxoP1aVM7Lr,00,The Incredibles (Original Motion Picture Soundtrack),46,"['orchestral soundtrack', 'soundtrack']",0.334,0.262,5,-14.193,0.0391,0.732,0.388,0.235,0.145,80.446
Life's Incredible Again,Michael Giacchino,45MllV1fJos1Ef6Cd13H2E,4kLvhMAuCloLxoP1aVM7Lr,00,The Incredibles (Original Motion Picture Soundtrack),52,"['orchestral soundtrack', 'soundtrack']",0.587,0.495,3,-9.204,0.035,0.687,0.725,0.122,0.759,120.017
The Ellie Badge,Michael Giacchino,33riuTg9aVoiRhHTqm2Qq8,4kLvhMAuCloLxoP1aVM7Lr,00,Up (Original Motion Picture Soundtrack),59,"['orchestral soundtrack', 'soundtrack']",0.549,0.0201,0,-27.317,0.0521,0.981,0.723,0.0755,0.193,80.17
Andrew,Pom Poko,6605F8WKIKQFasKnoGl8J2,4RkC3KmYWnr6PM1FM5Shwz,20,Cheater,24,['trondheim indie'],0.615,0.408,2,-7.279,0.0511,0.118,0.00818,0.097,0.642,94.145
Like A Lady,Pom Poko,1YfdZkKYJKGSyzJ5LMtEcW,4RkC3KmYWnr6PM1FM5Shwz,20,Cheater,34,['trondheim indie'],0.492,0.681,3,-5.326,0.0377,0.0165,0.125,0.413,0.354,103.037
Them Changes,Thundercat,7CH99b2i1TXS5P8UUyWtnM,4frXpPxQQZwbCu3eTGnZEw,10,Drunk,78,['afrofuturism'],0.657,0.562,8,-8.6,0.0601,0.54,0.00143,0.101,0.704,81.657
